Packet, Sample offset, Latency (ms), [packet_received_bit][packet_created_bit][button_press_mirror_bit]
663, 71339, 71.339, 0000 0000 0000 0000 
664, 0, 0.0, 0111 1110 1111 1110 
664, 1, 0.001, 0000 0001 1000 0001 
664, 20, 0.02, 0000 0001 0000 0001 
664, 265, 0.265, 0111 1110 0111 1110 
664, 1184, 1.184, 0111 1110 1111 1110 
664, 4096, 4.096, 0000 0000 0000 0000 
664, 12264, 12.264, 0111 1110 0111 1110 
664, 12933, 12.933, 0000 0000 0000 0000 
664, 29317, 29.317, 0111 1110 0111 1110 
664, 44847, 44.847, 0000 0000 0000 0000 
664, 53039, 53.039, 0111 1110 0111 1110 
664, 56401, 56.401, 0000 0000 0000 0000 
664, 64593, 64.593, 0111 1110 0111 1110 
664, 72662, 72.662, 0000 0000 0000 0000 
664, 76758, 76.758, 0111 1110 0111 1110 
664, 77453, 77.453, 0000 0000 0000 0000 
664, 85645, 85.645, 0111 1110 0111 1110 
664, 89605, 89.605, 0000 0000 0000 0000 
665, 0, 0.0, 1111 1110 0111 1110 
665, 1, 0.001, 1000 0001 0000 0001 
665, 20, 0.02, 1000 0001 1000 0001 
665, 115, 0.115, 1111 1110 1111 1110 
665, 709, 0.709, 1111 1110 0111 1110 
665, 1054, 1.054, 1111 1110 1111 1110 
665, 2074, 2.074, 1111 1110 0111 1110 
665, 2354, 2.354, 1111 1110 1111 1110 
665, 3490, 3.49, 1111 1110 0111 1110 
665, 3765, 3.765, 1111 1110 1111 1110 
665, 15366, 15.366, 0000 0000 0000 0000 
665, 27654, 27.654, 1111 1110 1111 1110 
665, 31322, 31.322, 0000 0000 0000 0000 
665, 43610, 43.61, 0111 1110 1111 1110 
665, 44857, 44.857, 0000 0000 0000 0000 
666, 0, 0.0, 0111 1110 0111 1110 
666, 4096, 4.096, 0000 0000 0000 0000 
666, 16414, 16.414, 0111 1110 0111 1110 
666, 30464, 30.464, 0000 0000 0000 0000 
666, 34560, 34.56, 0111 1110 0111 1110 
666, 50125, 50.125, 0000 0000 0000 0000 
666, 54221, 54.221, 0111 1110 0111 1110 
666, 54833, 54.833, 0000 0000 0000 0000 
666, 63025, 63.025, 0111 1110 0111 1110 
666, 69642, 69.642, 0000 0000 0000 0000 
666, 77834, 77.834, 1111 1110 0111 1110 
666, 81464, 81.464, 0000 0000 0000 0000 
667, 0, 0.0, 1111 1110 0111 1110 
667, 1, 0.001, 1000 0001 0000 0001 
667, 19, 0.019, 1000 0001 1000 0001 
667, 184, 0.184, 1111 1110 1111 1110 
667, 734, 0.734, 1111 1110 0111 1110 
667, 1223, 1.223, 0000 0000 0000 0000 
667, 5319, 5.319, 1111 1110 1111 1110 
667, 20310, 20.31, 0000 0000 0000 0000 
667, 24406, 24.406, 1111 1110 1111 1110 
667, 36016, 36.016, 0000 0000 0000 0000 
667, 44208, 44.208, 1111 1110 1111 1110 
667, 47764, 47.764, 0000 0000 0000 0000 
668, 0, 0.0, 0111 1110 1111 1110 
668, 1, 0.001, 0000 0001 1000 0001 
668, 88, 0.088, 0000 0001 0000 0001 
668, 587, 0.587, 0111 1110 0111 1110 
668, 1184, 1.184, 0111 1110 1111 1110 
668, 1493, 1.493, 0111 1110 0111 1110 
668, 2342, 2.342, 0111 1110 1111 1110 
668, 3065, 3.065, 0111 1110 0111 1110 
668, 3875, 3.875, 0111 1110 1111 1110 
668, 4097, 4.097, 0000 0001 1000 0001 
668, 4184, 4.184, 0000 0001 0000 0001 
668, 4237, 4.237, 0111 1110 0111 1110 
668, 5947, 5.947, 0000 0000 0000 0000 
668, 14139, 14.139, 0111 1110 0111 1110 
668, 17046, 17.046, 0000 0000 0000 0000 
668, 25238, 25.238, 0111 1110 0111 1110 
668, 27371, 27.371, 0000 0000 0000 0000 
668, 35563, 35.563, 0111 1110 0111 1110 
668, 38382, 38.382, 0000 0000 0000 0000 
668, 42478, 42.478, 0111 1110 0111 1110 
668, 42644, 42.644, 0000 0000 0000 0000 
668, 46740, 46.74, 0111 1110 0111 1110 
668, 50920, 50.92, 0000 0000 0000 0000 
668, 55016, 55.016, 0111 1110 0111 1110 
668, 58443, 58.443, 0000 0000 0000 0000 
668, 62539, 62.539, 0111 1110 0111 1110 
668, 70715, 70.715, 0000 0000 0000 0000 
668, 74811, 74.811, 0111 1110 0111 1110 
668, 76338, 76.338, 0000 0000 0000 0000 
669, 0, 0.0, 1111 1110 0111 1110 
669, 1, 0.001, 1000 0001 0000 0001 
669, 20, 0.02, 1000 0001 1000 0001 
669, 849, 0.849, 1111 1110 1111 1110 
669, 2391, 2.391, 1111 1110 0111 1110 
669, 3036, 3.036, 0000 0000 0000 0000 
669, 7132, 7.132, 1111 1110 1111 1110 
669, 15168, 15.168, 0000 0000 0000 0000 
669, 19264, 19.264, 1111 1110 1111 1110 
669, 20454, 20.454, 0000 0000 0000 0000 
669, 32742, 32.742, 1111 1110 1111 1110 
669, 49673, 49.673, 0000 0000 0000 0000 
670, 0, 0.0, 0111 1110 0111 1110 
670, 3337, 3.337, 0000 0001 0000 0001 
670, 3815, 3.815, 0111 1110 0111 1110 
670, 4096, 4.096, 0000 0000 0000 0000 
670, 8977, 8.977, 0111 1110 0111 1110 
670, 12005, 12.005, 0000 0000 0000 0000 
670, 16101, 16.101, 0111 1110 0111 1110 
670, 20982, 20.982, 0000 0000 0000 0000 
670, 29174, 29.174, 0111 1110 0111 1110 
670, 31603, 31.603, 0000 0000 0000 0000 
670, 35699, 35.699, 0111 1110 0111 1110 
670, 37983, 37.983, 0000 0000 0000 0000 
670, 42079, 42.079, 0111 1110 0111 1110 
670, 54355, 54.355, 0000 0000 0000 0000 
670, 58451, 58.451, 0111 1110 0111 1110 
670, 61679, 61.679, 0000 0000 0000 0000 
670, 65775, 65.775, 1111 1110 0111 1110 
670, 65924, 65.924, 0111 1110 0111 1110 
670, 66379, 66.379, 0000 0000 0000 0000 
671, 0, 0.0, 1111 1110 0111 1110 
671, 1, 0.001, 1000 0001 0000 0001 
671, 20, 0.02, 1000 0001 1000 0001 
671, 1181, 1.181, 1111 1110 1111 1110 
671, 2006, 2.006, 0111 1110 0111 1110 
671, 2541, 2.541, 0000 0000 0000 0000 
671, 10733, 10.733, 1111 1110 1111 1110 
671, 16382, 16.382, 0000 0000 0000 0000 
671, 20478, 20.478, 1111 1110 1111 1110 
671, 23380, 23.38, 0000 0000 0000 0000 
671, 31572, 31.572, 1111 1110 1111 1110 
671, 31786, 31.786, 0000 0000 0000 0000 
671, 35882, 35.882, 1111 1110 1111 1110 
671, 40657, 40.657, 0000 0000 0000 0000 
671, 48849, 48.849, 1111 1110 1111 1110 
671, 49943, 49.943, 0000 0000 0000 0000 
671, 62231, 62.231, 1111 1110 1111 1110 
671, 64732, 64.732, 0000 0000 0000 0000 
671, 72924, 72.924, 1111 1110 1111 1110 
671, 75540, 75.54, 0000 0000 0000 0000 
671, 79636, 79.636, 1111 1110 1111 1110 
671, 83309, 83.309, 0000 0000 0000 0000 
671, 95597, 95.597, 1111 1110 1111 1110 
671, 96555, 96.555, 0000 0000 0000 0000 
672, 0, 0.0, 0111 1110 1111 1110 
672, 1, 0.001, 0000 0001 1000 0001 
672, 20, 0.02, 0000 0001 0000 0001 
672, 255, 0.255, 0111 1110 0111 1110 
672, 988, 0.988, 0111 1110 1111 1110 
672, 991, 0.991, 0111 1110 0111 1110 
672, 992, 0.992, 0111 1110 1111 1110 
672, 1435, 1.435, 0111 1110 0111 1110 
672, 2419, 2.419, 0111 1110 1111 1110 
672, 2778, 2.778, 0111 1110 0111 1110 
672, 3753, 3.753, 0111 1110 1111 1110 
672, 4097, 4.097, 0000 0001 1000 0001 
672, 4116, 4.116, 0000 0001 0000 0001 
672, 4258, 4.258, 0111 1110 0111 1110 
672, 15526, 15.526, 0000 0000 0000 0000 
672, 27814, 27.814, 0111 1110 0111 1110 
672, 30437, 30.437, 0000 0000 0000 0000 
672, 38629, 38.629, 0111 1110 0111 1110 
672, 41254, 41.254, 0000 0000 0000 0000 
673, 0, 0.0, 1111 1110 0111 1110 
673, 1, 0.001, 1000 0001 0000 0001 
673, 20, 0.02, 1000 0001 1000 0001 
673, 318, 0.318, 1111 1110 1111 1110 
673, 3474, 3.474, 1111 1110 0111 1110 
673, 3743, 3.743, 0000 0000 0000 0000 
673, 7839, 7.839, 1111 1110 1111 1110 
673, 11209, 11.209, 0000 0000 0000 0000 
673, 19401, 19.401, 1111 1110 1111 1110 
673, 19919, 19.919, 0000 0000 0000 0000 
673, 24015, 24.015, 1111 1110 1111 1110 
673, 46310, 46.31, 0000 0000 0000 0000 
673, 54502, 54.502, 1111 1110 1111 1110 
673, 56266, 56.266, 0000 0000 0000 0000 
673, 60362, 60.362, 1111 1110 1111 1110 
673, 64100, 64.1, 0000 0000 0000 0000 
673, 72292, 72.292, 1111 1110 1111 1110 
673, 73757, 73.757, 0000 0000 0000 0000 
674, 0, 0.0, 0111 1110 0111 1110 
674, 4096, 4.096, 0000 0000 0000 0000 
674, 6901, 6.901, 0111 1110 0111 1110 
674, 41547, 41.547, 0000 0000 0000 0000 
674, 49739, 49.739, 0111 1110 0111 1110 
674, 53807, 53.807, 0000 0000 0000 0000 
675, 0, 0.0, 1111 1110 0111 1110 
675, 1, 0.001, 1000 0001 0000 0001 
675, 20, 0.02, 1000 0001 1000 0001 
675, 153, 0.153, 1111 1110 1111 1110 
675, 649, 0.649, 1111 1110 0111 1110 
675, 920, 0.92, 1111 1110 1111 1110 
675, 1872, 1.872, 1111 1110 0111 1110 
675, 2334, 2.334, 0000 0000 0000 0000 
675, 10526, 10.526, 1111 1110 1111 1110 
675, 14246, 14.246, 0000 0000 0000 0000 
675, 22438, 22.438, 1111 1110 1111 1110 
675, 23201, 23.201, 0000 0000 0000 0000 
675, 27297, 27.297, 1111 1110 1111 1110 
675, 59948, 59.948, 0000 0000 0000 0000 
675, 64044, 64.044, 1111 1110 1111 1110 
675, 64242, 64.242, 0000 0000 0000 0000 
675, 68338, 68.338, 1111 1110 1111 1110 
675, 70541, 70.541, 0000 0000 0000 0000 
676, 0, 0.0, 0111 1110 1111 1110 
676, 1, 0.001, 0000 0001 1000 0001 
676, 20, 0.02, 0000 0001 0000 0001 
676, 476, 0.476, 0111 1110 0111 1110 
676, 1291, 1.291, 0111 1110 1111 1110 
676, 1927, 1.927, 0111 1110 0111 1110 
676, 5615, 5.615, 0000 0000 0000 0000 
676, 9711, 9.711, 0111 1110 0111 1110 
676, 11797, 11.797, 0000 0000 0000 0000 
676, 15893, 15.893, 0111 1110 0111 1110 
676, 16884, 16.884, 0000 0000 0000 0000 
676, 20980, 20.98, 0111 1110 0111 1110 
676, 23002, 23.002, 0000 0000 0000 0000 
676, 27098, 27.098, 0111 1110 0111 1110 
676, 37551, 37.551, 0000 0000 0000 0000 
676, 41647, 41.647, 0111 1110 0111 1110 
676, 50648, 50.648, 0000 0000 0000 0000 
676, 54744, 54.744, 0111 1110 0111 1110 
676, 60026, 60.026, 0000 0000 0000 0000 
676, 64122, 64.122, 0111 1110 0111 1110 
676, 65088, 65.088, 0000 0000 0000 0000 
677, 0, 0.0, 1111 1110 0111 1110 
677, 1, 0.001, 1000 0001 0000 0001 
677, 20, 0.02, 1000 0001 1000 0001 
677, 333, 0.333, 1111 1110 1111 1110 
677, 1615, 1.615, 1111 1110 0111 1110 
677, 2611, 2.611, 1111 1110 1111 1110 
677, 15485, 15.485, 0000 0000 0000 0000 
677, 19581, 19.581, 1111 1110 1111 1110 
677, 22826, 22.826, 0000 0000 0000 0000 
677, 26922, 26.922, 1111 1110 1111 1110 
677, 30072, 30.072, 0000 0000 0000 0000 
677, 38264, 38.264, 1111 1110 1111 1110 
677, 40740, 40.74, 0000 0000 0000 0000 
677, 44836, 44.836, 1111 1110 1111 1110 
677, 45224, 45.224, 0000 0000 0000 0000 
677, 53416, 53.416, 1111 1110 1111 1110 
677, 53840, 53.84, 0000 0000 0000 0000 
677, 66128, 66.128, 1111 1110 1111 1110 
677, 67286, 67.286, 0000 0000 0000 0000 
678, 0, 0.0, 0111 1110 1111 1110 
678, 1, 0.001, 0000 0001 1000 0001 
678, 35, 0.035, 0000 0001 0000 0001 
678, 567, 0.567, 0111 1110 0111 1110 
678, 1684, 1.684, 0111 1110 1111 1110 
678, 2562, 2.562, 0000 0000 0000 0000 
678, 10754, 10.754, 0111 1110 0111 1110 
678, 11218, 11.218, 0000 0000 0000 0000 
678, 19410, 19.41, 0111 1110 0111 1110 
678, 22463, 22.463, 0000 0000 0000 0000 
678, 30655, 30.655, 0111 1110 0111 1110 
678, 34606, 34.606, 0000 0000 0000 0000 
678, 38702, 38.702, 0111 1110 0111 1110 
678, 45789, 45.789, 0000 0000 0000 0000 
678, 58077, 58.077, 0111 1110 0111 1110 
678, 61233, 61.233, 0000 0000 0000 0000 
678, 65329, 65.329, 0111 1110 0111 1110 
678, 65405, 65.405, 0000 0000 0000 0000 
679, 0, 0.0, 1111 1110 0111 1110 
679, 1, 0.001, 1000 0001 0000 0001 
679, 20, 0.02, 1000 0001 1000 0001 
679, 1491, 1.491, 1111 1110 1111 1110 
679, 3339, 3.339, 1111 1110 0111 1110 
679, 3756, 3.756, 0000 0000 0000 0000 
679, 7852, 7.852, 1111 1110 1111 1110 
679, 12525, 12.525, 0000 0000 0000 0000 
680, 0, 0.0, 0111 1110 0111 1110 
680, 4096, 4.096, 0000 0000 0000 0000 
680, 11685, 11.685, 0111 1110 0111 1110 
680, 13086, 13.086, 0000 0000 0000 0000 
680, 21278, 21.278, 0111 1110 0111 1110 
680, 23108, 23.108, 0000 0000 0000 0000 
680, 35396, 35.396, 0111 1110 0111 1110 
680, 35857, 35.857, 0000 0000 0000 0000 
680, 39953, 39.953, 0111 1110 0111 1110 
680, 40661, 40.661, 0000 0000 0000 0000 
681, 0, 0.0, 1111 1110 1111 1110 
681, 4096, 4.096, 0000 0000 0000 0000 
681, 12741, 12.741, 1111 1110 1111 1110 
681, 16051, 16.051, 0000 0000 0000 0000 
681, 20147, 20.147, 1111 1110 1111 1110 
681, 49937, 49.937, 0000 0000 0000 0000 
681, 54033, 54.033, 1111 1110 1111 1110 
681, 69954, 69.954, 0000 0000 0000 0000 
681, 74050, 74.05, 1111 1110 1111 1110 
681, 74626, 74.626, 0111 1110 1111 1110 
681, 74842, 74.842, 0000 0000 0000 0000 
682, 0, 0.0, 0111 1110 1111 1110 
682, 1, 0.001, 0000 0001 1000 0001 
682, 20, 0.02, 0000 0001 0000 0001 
682, 439, 0.439, 0111 1110 0111 1110 
682, 1061, 1.061, 0111 1110 1111 1110 
682, 1691, 1.691, 0111 1110 0111 1110 
682, 4190, 4.19, 0000 0001 0000 0001 
682, 4535, 4.535, 0111 1110 0111 1110 
682, 4624, 4.624, 0000 0000 0000 0000 
682, 16912, 16.912, 0111 1110 0111 1110 
682, 23912, 23.912, 0000 0000 0000 0000 
682, 28008, 28.008, 0111 1110 0111 1110 
682, 29222, 29.222, 0000 0000 0000 0000 
682, 33318, 33.318, 0111 1110 0111 1110 
682, 39375, 39.375, 0000 0000 0000 0000 
682, 43471, 43.471, 0111 1110 0111 1110 
682, 46170, 46.17, 0000 0000 0000 0000 
682, 50266, 50.266, 0111 1110 0111 1110 
682, 56985, 56.985, 0000 0000 0000 0000 
682, 69273, 69.273, 1111 1110 0111 1110 
682, 70071, 70.071, 0111 1110 0111 1110 
682, 70923, 70.923, 1111 1110 0111 1110 
682, 72939, 72.939, 0000 0000 0000 0000 
683, 0, 0.0, 1111 1110 0111 1110 
683, 1, 0.001, 1000 0001 0000 0001 
683, 20, 0.02, 1000 0001 1000 0001 
683, 145, 0.145, 1111 1110 1111 1110 
683, 530, 0.53, 1111 1110 0111 1110 
683, 950, 0.95, 0000 0000 0000 0000 
683, 5046, 5.046, 1111 1110 1111 1110 
683, 8657, 8.657, 0000 0000 0000 0000 
683, 16849, 16.849, 1111 1110 1111 1110 
683, 18072, 18.072, 0000 0000 0000 0000 
683, 30360, 30.36, 1111 1110 1111 1110 
683, 47260, 47.26, 0111 1110 1111 1110 
683, 47876, 47.876, 1111 1110 1111 1110 
683, 48336, 48.336, 0000 0000 0000 0000 
684, 0, 0.0, 0111 1110 1111 1110 
684, 1, 0.001, 0000 0001 1000 0001 
684, 20, 0.02, 0000 0001 0000 0001 
684, 344, 0.344, 0111 1110 0111 1110 
684, 1072, 1.072, 0111 1110 1111 1110 
684, 1764, 1.764, 0111 1110 0111 1110 
684, 3578, 3.578, 0111 1110 1111 1110 
684, 4097, 4.097, 0000 0001 1000 0001 
684, 4116, 4.116, 0000 0001 0000 0001 
684, 4440, 4.44, 0111 1110 0111 1110 
684, 20034, 20.034, 0000 0000 0000 0000 
684, 24130, 24.13, 0111 1110 0111 1110 
684, 58259, 58.259, 0000 0000 0000 0000 
684, 62355, 62.355, 0111 1110 0111 1110 
684, 68046, 68.046, 0000 0000 0000 0000 
685, 0, 0.0, 1111 1110 0111 1110 
685, 1, 0.001, 1000 0001 0000 0001 
685, 19, 0.019, 1000 0001 1000 0001 
685, 513, 0.513, 1111 1110 1111 1110 
685, 1837, 1.837, 0111 1110 0111 1110 
685, 2356, 2.356, 1111 1110 1111 1110 
685, 3967, 3.967, 1111 1110 0111 1110 
685, 4097, 4.097, 1000 0001 0000 0001 
685, 4115, 4.115, 1000 0001 1000 0001 
685, 4545, 4.545, 1111 1110 1111 1110 
685, 25470, 25.47, 0000 0000 0000 0000 
685, 29566, 29.566, 1111 1110 1111 1110 
685, 39665, 39.665, 0000 0000 0000 0000 
685, 43761, 43.761, 1111 1110 1111 1110 
685, 50972, 50.972, 0000 0000 0000 0000 
685, 55068, 55.068, 1111 1110 1111 1110 
685, 55341, 55.341, 0000 0000 0000 0000 
686, 0, 0.0, 0111 1110 1111 1110 
686, 1, 0.001, 0000 0001 1000 0001 
686, 20, 0.02, 0000 0001 0000 0001 
686, 185, 0.185, 0111 1110 0111 1110 
686, 1098, 1.098, 0111 1110 1111 1110 
686, 1619, 1.619, 0000 0000 0000 0000 
686, 5715, 5.715, 0111 1110 0111 1110 
686, 20776, 20.776, 0000 0000 0000 0000 
686, 24872, 24.872, 0111 1110 0111 1110 
686, 28038, 28.038, 0000 0000 0000 0000 
686, 32134, 32.134, 0111 1110 0111 1110 
686, 40550, 40.55, 0000 0000 0000 0000 
686, 44646, 44.646, 0111 1110 0111 1110 
686, 44861, 44.861, 0000 0000 0000 0000 
686, 48957, 48.957, 0111 1110 0111 1110 
686, 52135, 52.135, 0000 0000 0000 0000 
686, 60327, 60.327, 0111 1110 0111 1110 
686, 60846, 60.846, 0000 0000 0000 0000 
687, 0, 0.0, 1000 0001 0000 0001 
687, 19, 0.019, 1000 0001 1000 0001 
687, 1622, 1.622, 1111 1110 1111 1110 
687, 2634, 2.634, 1111 1110 0111 1110 
687, 2964, 2.964, 1111 1110 1111 1110 
687, 4197, 4.197, 1000 0001 1000 0001 
687, 5718, 5.718, 1111 1110 1111 1110 
687, 6012, 6.012, 0000 0000 0000 0000 
687, 10108, 10.108, 1111 1110 1111 1110 
687, 13719, 13.719, 0000 0000 0000 0000 
687, 17815, 17.815, 1111 1110 1111 1110 
687, 27868, 27.868, 0000 0000 0000 0000 
687, 31964, 31.964, 1111 1110 1111 1110 
687, 32044, 32.044, 0000 0000 0000 0000 
687, 44332, 44.332, 1111 1110 1111 1110 
687, 49051, 49.051, 0000 0000 0000 0000 
687, 53147, 53.147, 0111 1110 1111 1110 
687, 54541, 54.541, 1111 1110 1111 1110 
687, 54960, 54.96, 0000 0000 0000 0000 
688, 0, 0.0, 0111 1110 1111 1110 
688, 1, 0.001, 0000 0001 1000 0001 
688, 20, 0.02, 0000 0001 0000 0001 
688, 276, 0.276, 0111 1110 0111 1110 
688, 1374, 1.374, 0111 1110 1111 1110 
688, 1818, 1.818, 0111 1110 0111 1110 
688, 4292, 4.292, 0000 0001 0000 0001 
688, 4372, 4.372, 0111 1110 0111 1110 
688, 6407, 6.407, 0000 0000 0000 0000 
688, 10503, 10.503, 0111 1110 0111 1110 
688, 11552, 11.552, 0000 0000 0000 0000 
688, 15648, 15.648, 0111 1110 0111 1110 
688, 16478, 16.478, 0000 0000 0000 0000 
688, 24670, 24.67, 0111 1110 0111 1110 
688, 28281, 28.281, 0000 0000 0000 0000 
688, 36473, 36.473, 0111 1110 0111 1110 
688, 39606, 39.606, 0000 0000 0000 0000 
688, 43702, 43.702, 0111 1110 0111 1110 
688, 46395, 46.395, 0000 0000 0000 0000 
688, 50491, 50.491, 0111 1110 0111 1110 
688, 51140, 51.14, 0000 0000 0000 0000 
689, 0, 0.0, 1000 0001 1000 0001 
689, 1052, 1.052, 1111 1110 1111 1110 
689, 2890, 2.89, 1000 0001 1000 0001 
689, 4096, 4.096, 0000 0000 0000 0000 
689, 11571, 11.571, 1111 1110 1111 1110 
689, 12586, 12.586, 0000 0000 0000 0000 
689, 16682, 16.682, 1111 1110 1111 1110 
689, 19218, 19.218, 0000 0000 0000 0000 
689, 23314, 23.314, 1111 1110 1111 1110 
689, 25297, 25.297, 0000 0000 0000 0000 
689, 33489, 33.489, 1111 1110 1111 1110 
689, 35744, 35.744, 0000 0000 0000 0000 
689, 39840, 39.84, 1111 1110 1111 1110 
689, 45277, 45.277, 0000 0000 0000 0000 
689, 49373, 49.373, 1111 1110 1111 1110 
689, 51701, 51.701, 0000 0000 0000 0000 
689, 55797, 55.797, 1111 1110 1111 1110 
689, 55921, 55.921, 0000 0000 0000 0000 
689, 60017, 60.017, 1111 1110 1111 1110 
689, 61655, 61.655, 0000 0000 0000 0000 
689, 65751, 65.751, 1111 1110 1111 1110 
689, 67134, 67.134, 0000 0000 0000 0000 
689, 79422, 79.422, 0111 1110 1111 1110 
689, 79862, 79.862, 0000 0000 0000 0000 
690, 0, 0.0, 0111 1110 1111 1110 
690, 1, 0.001, 0000 0001 1000 0001 
690, 19, 0.019, 0000 0001 0000 0001 
690, 454, 0.454, 0111 1110 0111 1110 
690, 1821, 1.821, 0111 1110 1111 1110 
690, 2134, 2.134, 0000 0000 0000 0000 
690, 6230, 6.23, 0111 1110 0111 1110 
690, 8423, 8.423, 0000 0000 0000 0000 
690, 12519, 12.519, 0111 1110 0111 1110 
690, 13574, 13.574, 0000 0000 0000 0000 
690, 17670, 17.67, 0111 1110 0111 1110 
690, 24601, 24.601, 0000 0000 0000 0000 
690, 28697, 28.697, 0111 1110 0111 1110 
690, 29850, 29.85, 0000 0000 0000 0000 
690, 33946, 33.946, 1111 1110 0111 1110 
690, 34378, 34.378, 0111 1110 0111 1110 
690, 36372, 36.372, 0000 0000 0000 0000 
691, 0, 0.0, 1111 1110 0111 1110 
691, 1, 0.001, 1000 0001 0000 0001 
691, 19, 0.019, 1000 0001 1000 0001 
691, 3139, 3.139, 1111 1110 1111 1110 
691, 3511, 3.511, 1111 1110 0111 1110 
691, 3944, 3.944, 0000 0000 0000 0000 
691, 8040, 8.04, 1111 1110 1111 1110 
691, 9579, 9.579, 0000 0000 0000 0000 
691, 13675, 13.675, 1111 1110 1111 1110 
691, 14109, 14.109, 0000 0000 0000 0000 
691, 18205, 18.205, 1111 1110 1111 1110 
691, 22707, 22.707, 0000 0000 0000 0000 
691, 26803, 26.803, 1111 1110 1111 1110 
691, 38662, 38.662, 0000 0000 0000 0000 
691, 46854, 46.854, 1111 1110 1111 1110 
691, 47628, 47.628, 0000 0000 0000 0000 
691, 55820, 55.82, 1111 1110 1111 1110 
691, 57889, 57.889, 0000 0000 0000 0000 
691, 61985, 61.985, 1111 1110 1111 1110 
691, 62912, 62.912, 0000 0000 0000 0000 
691, 67008, 67.008, 1111 1110 1111 1110 
691, 70610, 70.61, 0000 0000 0000 0000 
692, 0, 0.0, 0111 1110 1111 1110 
692, 1, 0.001, 0000 0001 1000 0001 
692, 19, 0.019, 0000 0001 0000 0001 
692, 297, 0.297, 0111 1110 0111 1110 
692, 1827, 1.827, 0111 1110 1111 1110 
692, 3226, 3.226, 0111 1110 0111 1110 
692, 6990, 6.99, 0000 0000 0000 0000 
692, 11086, 11.086, 0111 1110 0111 1110 
692, 14953, 14.953, 0000 0000 0000 0000 
692, 19049, 19.049, 0111 1110 0111 1110 
692, 25649, 25.649, 0000 0000 0000 0000 
692, 29745, 29.745, 0111 1110 0111 1110 
692, 38023, 38.023, 0000 0000 0000 0000 
692, 42119, 42.119, 0111 1110 0111 1110 
692, 46242, 46.242, 0000 0000 0000 0000 
692, 50338, 50.338, 0111 1110 0111 1110 
692, 54421, 54.421, 0000 0000 0000 0000 
693, 0, 0.0, 1111 1110 0111 1110 
693, 1, 0.001, 1000 0001 0000 0001 
693, 20, 0.02, 1000 0001 1000 0001 
693, 1003, 1.003, 1111 1110 1111 1110 
693, 2905, 2.905, 1111 1110 0111 1110 
693, 3690, 3.69, 1111 1110 1111 1110 
693, 11661, 11.661, 0000 0000 0000 0000 
693, 15757, 15.757, 1111 1110 1111 1110 
693, 21610, 21.61, 0000 0000 0000 0000 
693, 33898, 33.898, 1111 1110 1111 1110 
693, 37294, 37.294, 0000 0000 0000 0000 
693, 45486, 45.486, 1111 1110 1111 1110 
693, 46724, 46.724, 0000 0000 0000 0000 
693, 50820, 50.82, 1111 1110 1111 1110 
693, 52604, 52.604, 0000 0000 0000 0000 
693, 56700, 56.7, 1111 1110 1111 1110 
693, 60710, 60.71, 0000 0000 0000 0000 
694, 0, 0.0, 0111 1110 1111 1110 
694, 1, 0.001, 0000 0001 1000 0001 
694, 20, 0.02, 0000 0001 0000 0001 
694, 477, 0.477, 0111 1110 0111 1110 
694, 1355, 1.355, 0111 1110 1111 1110 
694, 1849, 1.849, 0000 0000 0000 0000 
694, 5945, 5.945, 0111 1110 0111 1110 
694, 6485, 6.485, 0000 0000 0000 0000 
694, 22869, 22.869, 0111 1110 0111 1110 
694, 25405, 25.405, 0000 0000 0000 0000 
694, 29501, 29.501, 0111 1110 0111 1110 
694, 31619, 31.619, 0000 0000 0000 0000 
694, 35715, 35.715, 0111 1110 0111 1110 
694, 38533, 38.533, 0000 0000 0000 0000 
694, 42629, 42.629, 0111 1110 0111 1110 
694, 46142, 46.142, 0000 0000 0000 0000 
694, 50238, 50.238, 0111 1110 0111 1110 
694, 51319, 51.319, 1111 1110 0111 1110 
694, 52568, 52.568, 0111 1110 0111 1110 
694, 52909, 52.909, 0000 0000 0000 0000 
695, 0, 0.0, 1111 1110 0111 1110 
695, 1, 0.001, 1000 0001 0000 0001 
695, 20, 0.02, 1000 0001 1000 0001 
695, 145, 0.145, 1111 1110 1111 1110 
695, 541, 0.541, 1111 1110 0111 1110 
695, 893, 0.893, 1111 1110 1111 1110 
695, 1702, 1.702, 1111 1110 0111 1110 
695, 3004, 3.004, 1111 1110 1111 1110 
695, 4109, 4.109, 1000 0001 0000 0001 
695, 4116, 4.116, 1000 0001 1000 0001 
695, 4241, 4.241, 1111 1110 1111 1110 
695, 9303, 9.303, 0000 0000 0000 0000 
695, 13399, 13.399, 1111 1110 1111 1110 
695, 17202, 17.202, 0000 0000 0000 0000 
695, 21298, 21.298, 1111 1110 1111 1110 
695, 27282, 27.282, 0000 0000 0000 0000 
695, 31378, 31.378, 1111 1110 1111 1110 
695, 32178, 32.178, 0000 0000 0000 0000 
695, 36274, 36.274, 1111 1110 1111 1110 
695, 40219, 40.219, 0000 0000 0000 0000 
695, 44315, 44.315, 1111 1110 1111 1110 
695, 44849, 44.849, 0000 0000 0000 0000 
695, 48945, 48.945, 1111 1110 1111 1110 
695, 59631, 59.631, 0000 0000 0000 0000 
695, 63727, 63.727, 1111 1110 1111 1110 
695, 74448, 74.448, 0000 0000 0000 0000 
696, 0, 0.0, 0111 1110 1111 1110 
696, 1, 0.001, 0000 0001 1000 0001 
