Packet, Sample offset, Latency (ms), [packet_received_bit][packet_created_bit][button_press_mirror_bit]
627, 31728, 31.728, 1111 1110 1111 1110 
627, 33335, 33.335, 0000 0000 0000 0000 
627, 37431, 37.431, 1111 1110 1111 1110 
627, 40408, 40.408, 0000 0000 0000 0000 
627, 48600, 48.6, 1111 1110 1111 1110 
627, 53504, 53.504, 0000 0000 0000 0000 
627, 57600, 57.6, 1111 1110 1111 1110 
627, 59689, 59.689, 0000 0000 0000 0000 
627, 63785, 63.785, 1111 1110 1111 1110 
627, 65393, 65.393, 0111 1110 1111 1110 
627, 66151, 66.151, 1111 1110 1111 1110 
627, 66945, 66.945, 0000 0000 0000 0000 
628, 0, 0.0, 0111 1110 1111 1110 
628, 1, 0.001, 0000 0001 1000 0001 
628, 20, 0.02, 0000 0001 0000 0001 
628, 697, 0.697, 0111 1110 0111 1110 
628, 2898, 2.898, 0111 1110 1111 1110 
628, 3370, 3.37, 0111 1110 0111 1110 
628, 8353, 8.353, 0000 0000 0000 0000 
628, 16545, 16.545, 0111 1110 0111 1110 
628, 16629, 16.629, 0000 0000 0000 0000 
628, 20725, 20.725, 0111 1110 0111 1110 
628, 25749, 25.749, 0000 0000 0000 0000 
628, 29845, 29.845, 0111 1110 0111 1110 
628, 32241, 32.241, 0000 0000 0000 0000 
628, 36337, 36.337, 0111 1110 0111 1110 
628, 38342, 38.342, 0000 0000 0000 0000 
628, 42438, 42.438, 0111 1110 0111 1110 
628, 53897, 53.897, 0000 0000 0000 0000 
629, 0, 0.0, 1111 1110 0111 1110 
629, 1, 0.001, 1000 0001 0000 0001 
629, 20, 0.02, 1000 0001 1000 0001 
629, 190, 0.19, 1111 1110 1111 1110 
629, 818, 0.818, 0111 1110 0111 1110 
629, 1245, 1.245, 1111 1110 1111 1110 
629, 2256, 2.256, 0111 1110 0111 1110 
629, 3323, 3.323, 1111 1110 1111 1110 
629, 12623, 12.623, 0000 0000 0000 0000 
629, 16719, 16.719, 1111 1110 1111 1110 
629, 19230, 19.23, 0000 0000 0000 0000 
629, 27422, 27.422, 1111 1110 1111 1110 
629, 31158, 31.158, 0000 0000 0000 0000 
629, 35254, 35.254, 1111 1110 1111 1110 
629, 38059, 38.059, 0000 0000 0000 0000 
629, 42155, 42.155, 1111 1110 1111 1110 
629, 60611, 60.611, 0000 0000 0000 0000 
629, 64707, 64.707, 1111 1110 1111 1110 
629, 70250, 70.25, 0000 0000 0000 0000 
630, 0, 0.0, 0111 1110 1111 1110 
630, 1, 0.001, 0000 0001 1000 0001 
630, 20, 0.02, 0000 0001 0000 0001 
630, 476, 0.476, 0111 1110 0111 1110 
630, 1591, 1.591, 0111 1110 1111 1110 
630, 2642, 2.642, 0111 1110 0111 1110 
630, 3846, 3.846, 0111 1110 1111 1110 
630, 4097, 4.097, 0000 0001 1000 0001 
630, 4116, 4.116, 0000 0001 0000 0001 
630, 4203, 4.203, 0111 1110 0111 1110 
630, 6848, 6.848, 0000 0000 0000 0000 
630, 10944, 10.944, 0111 1110 0111 1110 
630, 19929, 19.929, 0000 0000 0000 0000 
630, 24025, 24.025, 0111 1110 0111 1110 
630, 24189, 24.189, 0000 0000 0000 0000 
630, 28285, 28.285, 0111 1110 0111 1110 
630, 32121, 32.121, 0000 0000 0000 0000 
630, 36217, 36.217, 0111 1110 0111 1110 
630, 39850, 39.85, 0000 0000 0000 0000 
630, 43946, 43.946, 0111 1110 0111 1110 
630, 45826, 45.826, 0000 0000 0000 0000 
630, 49922, 49.922, 0111 1110 0111 1110 
630, 49952, 49.952, 0000 0000 0000 0000 
630, 54048, 54.048, 0111 1110 0111 1110 
630, 56642, 56.642, 1111 1110 0111 1110 
630, 57165, 57.165, 0111 1110 0111 1110 
630, 57689, 57.689, 0000 0000 0000 0000 
631, 0, 0.0, 1111 1110 0111 1110 
631, 1, 0.001, 1000 0001 0000 0001 
631, 20, 0.02, 1000 0001 1000 0001 
631, 1707, 1.707, 1111 1110 1111 1110 
631, 3423, 3.423, 1111 1110 0111 1110 
631, 4096, 4.096, 0000 0000 0000 0000 
631, 9529, 9.529, 1111 1110 1111 1110 
631, 10133, 10.133, 0000 0000 0000 0000 
631, 14229, 14.229, 1111 1110 1111 1110 
631, 18423, 18.423, 0000 0000 0000 0000 
631, 22519, 22.519, 1111 1110 1111 1110 
631, 22741, 22.741, 0000 0000 0000 0000 
631, 26837, 26.837, 1111 1110 1111 1110 
631, 33762, 33.762, 0000 0000 0000 0000 
631, 37858, 37.858, 1111 1110 1111 1110 
631, 41291, 41.291, 0000 0000 0000 0000 
631, 45387, 45.387, 1111 1110 1111 1110 
631, 46661, 46.661, 0000 0000 0000 0000 
631, 50757, 50.757, 1111 1110 1111 1110 
631, 54410, 54.41, 0000 0000 0000 0000 
631, 58506, 58.506, 1111 1110 1111 1110 
631, 61308, 61.308, 0000 0000 0000 0000 
631, 65404, 65.404, 0111 1110 1111 1110 
631, 65567, 65.567, 1111 1110 1111 1110 
631, 66453, 66.453, 0000 0000 0000 0000 
632, 0, 0.0, 0111 1110 1111 1110 
632, 1, 0.001, 0000 0001 1000 0001 
632, 20, 0.02, 0000 0001 0000 0001 
632, 922, 0.922, 0111 1110 0111 1110 
632, 2754, 2.754, 0111 1110 1111 1110 
632, 3785, 3.785, 0000 0000 0000 0000 
632, 7881, 7.881, 0111 1110 0111 1110 
632, 20208, 20.208, 0000 0000 0000 0000 
632, 24304, 24.304, 0111 1110 0111 1110 
632, 26500, 26.5, 0000 0000 0000 0000 
632, 30596, 30.596, 0111 1110 0111 1110 
632, 30729, 30.729, 0000 0000 0000 0000 
632, 34825, 34.825, 0111 1110 0111 1110 
632, 37276, 37.276, 0000 0000 0000 0000 
632, 41372, 41.372, 0111 1110 0111 1110 
632, 41901, 41.901, 0000 0000 0000 0000 
632, 45997, 45.997, 0111 1110 0111 1110 
632, 47134, 47.134, 0000 0000 0000 0000 
632, 51230, 51.23, 0111 1110 0111 1110 
632, 51999, 51.999, 1111 1110 0111 1110 
632, 52058, 52.058, 0111 1110 0111 1110 
632, 52487, 52.487, 0000 0000 0000 0000 
633, 0, 0.0, 1111 1110 0111 1110 
633, 1, 0.001, 1000 0001 0000 0001 
633, 35, 0.035, 1000 0001 1000 0001 
633, 2436, 2.436, 1111 1110 1111 1110 
633, 3509, 3.509, 1111 1110 0111 1110 
633, 4012, 4.012, 0000 0000 0000 0000 
633, 8108, 8.108, 1111 1110 1111 1110 
633, 11970, 11.97, 0000 0000 0000 0000 
633, 16066, 16.066, 1111 1110 1111 1110 
633, 17072, 17.072, 0000 0000 0000 0000 
633, 21168, 21.168, 1111 1110 1111 1110 
633, 22173, 22.173, 0000 0000 0000 0000 
633, 26269, 26.269, 1111 1110 1111 1110 
633, 27383, 27.383, 0000 0000 0000 0000 
633, 35575, 35.575, 1111 1110 1111 1110 
633, 39654, 39.654, 0000 0000 0000 0000 
633, 43750, 43.75, 1111 1110 1111 1110 
633, 49384, 49.384, 0000 0000 0000 0000 
633, 53480, 53.48, 1111 1110 1111 1110 
633, 55448, 55.448, 0000 0000 0000 0000 
633, 59544, 59.544, 1111 1110 1111 1110 
633, 66195, 66.195, 0111 1110 1111 1110 
633, 67603, 67.603, 1111 1110 1111 1110 
633, 68204, 68.204, 0000 0000 0000 0000 
634, 0, 0.0, 0111 1110 0111 1110 
634, 755, 0.755, 0000 0001 0000 0001 
634, 1073, 1.073, 0111 1110 0111 1110 
634, 4096, 4.096, 0000 0000 0000 0000 
634, 5297, 5.297, 0111 1110 0111 1110 
634, 34479, 34.479, 0000 0000 0000 0000 
634, 42671, 42.671, 0111 1110 0111 1110 
634, 44251, 44.251, 0000 0000 0000 0000 
634, 56539, 56.539, 0111 1110 0111 1110 
634, 59877, 59.877, 0000 0000 0000 0000 
635, 0, 0.0, 1111 1110 0111 1110 
635, 1, 0.001, 1000 0001 0000 0001 
635, 20, 0.02, 1000 0001 1000 0001 
635, 770, 0.77, 1111 1110 1111 1110 
635, 3886, 3.886, 1111 1110 0111 1110 
635, 4096, 4.096, 0000 0000 0000 0000 
635, 4385, 4.385, 1111 1110 1111 1110 
635, 16387, 16.387, 0000 0000 0000 0000 
635, 20483, 20.483, 1111 1110 1111 1110 
635, 37011, 37.011, 0000 0000 0000 0000 
635, 41107, 41.107, 1111 1110 1111 1110 
635, 51995, 51.995, 0000 0000 0000 0000 
635, 68379, 68.379, 0111 1110 1111 1110 
635, 68722, 68.722, 0000 0000 0000 0000 
636, 0, 0.0, 0111 1110 1111 1110 
636, 1, 0.001, 0000 0001 1000 0001 
636, 20, 0.02, 0000 0001 0000 0001 
636, 107, 0.107, 0111 1110 0111 1110 
636, 436, 0.436, 0111 1110 1111 1110 
636, 769, 0.769, 0000 0000 0000 0000 
636, 4865, 4.865, 0111 1110 0111 1110 
636, 15521, 15.521, 0000 0000 0000 0000 
636, 19617, 19.617, 0111 1110 0111 1110 
636, 53331, 53.331, 0000 0000 0000 0000 
636, 65619, 65.619, 0111 1110 0111 1110 
636, 69148, 69.148, 0000 0000 0000 0000 
636, 77340, 77.34, 0111 1110 0111 1110 
636, 80540, 80.54, 0000 0000 0000 0000 
637, 0, 0.0, 1111 1110 0111 1110 
637, 1, 0.001, 1000 0001 0000 0001 
637, 20, 0.02, 1000 0001 1000 0001 
637, 143, 0.143, 1111 1110 1111 1110 
637, 540, 0.54, 1111 1110 0111 1110 
637, 896, 0.896, 0000 0000 0000 0000 
637, 9088, 9.088, 1111 1110 1111 1110 
637, 51305, 51.305, 0000 0000 0000 0000 
637, 63593, 63.593, 1111 1110 1111 1110 
637, 65097, 65.097, 0000 0000 0000 0000 
637, 69193, 69.193, 1111 1110 1111 1110 
637, 70415, 70.415, 0000 0000 0000 0000 
638, 0, 0.0, 0111 1110 1111 1110 
638, 1, 0.001, 0000 0001 1000 0001 
638, 20, 0.02, 0000 0001 0000 0001 
638, 286, 0.286, 0111 1110 0111 1110 
638, 2130, 2.13, 0111 1110 1111 1110 
638, 2716, 2.716, 0111 1110 0111 1110 
638, 4153, 4.153, 0000 0001 0000 0001 
638, 4382, 4.382, 0111 1110 0111 1110 
638, 8450, 8.45, 0000 0000 0000 0000 
639, 0, 0.0, 1111 1110 0111 1110 
639, 1, 0.001, 1000 0001 0000 0001 
639, 20, 0.02, 1000 0001 1000 0001 
639, 222, 0.222, 1111 1110 1111 1110 
639, 944, 0.944, 0111 1110 0111 1110 
639, 1343, 1.343, 0000 0000 0000 0000 
639, 9535, 9.535, 1111 1110 1111 1110 
639, 10625, 10.625, 0000 0000 0000 0000 
639, 14721, 14.721, 1111 1110 1111 1110 
639, 17628, 17.628, 0000 0000 0000 0000 
639, 21724, 21.724, 1111 1110 1111 1110 
639, 40299, 40.299, 0000 0000 0000 0000 
639, 52587, 52.587, 1111 1110 1111 1110 
639, 54790, 54.79, 0000 0000 0000 0000 
640, 0, 0.0, 0111 1110 0111 1110 
640, 2316, 2.316, 0000 0001 0000 0001 
640, 3225, 3.225, 0111 1110 0111 1110 
640, 4096, 4.096, 0000 0000 0000 0000 
640, 15241, 15.241, 0111 1110 0111 1110 
640, 23129, 23.129, 0000 0000 0000 0000 
640, 27225, 27.225, 0111 1110 0111 1110 
640, 49777, 49.777, 0000 0000 0000 0000 
640, 62065, 62.065, 0111 1110 0111 1110 
640, 68625, 68.625, 0000 0000 0000 0000 
640, 76817, 76.817, 0111 1110 0111 1110 
640, 77769, 77.769, 0000 0000 0000 0000 
641, 0, 0.0, 1111 1110 1111 1110 
641, 4096, 4.096, 0000 0000 0000 0000 
641, 19827, 19.827, 1111 1110 1111 1110 
641, 28487, 28.487, 0000 0000 0000 0000 
641, 36679, 36.679, 1111 1110 1111 1110 
641, 40223, 40.223, 0000 0000 0000 0000 
641, 44319, 44.319, 1111 1110 1111 1110 
641, 44637, 44.637, 0000 0000 0000 0000 
641, 56925, 56.925, 1111 1110 1111 1110 
641, 57052, 57.052, 0000 0000 0000 0000 
641, 61148, 61.148, 1111 1110 1111 1110 
641, 61851, 61.851, 0000 0000 0000 0000 
642, 0, 0.0, 0111 1110 1111 1110 
642, 1, 0.001, 0000 0001 1000 0001 
642, 19, 0.019, 0000 0001 0000 0001 
642, 164, 0.164, 0111 1110 0111 1110 
642, 558, 0.558, 0111 1110 1111 1110 
642, 938, 0.938, 0111 1110 0111 1110 
642, 1837, 1.837, 0111 1110 1111 1110 
642, 2081, 2.081, 0111 1110 0111 1110 
642, 2981, 2.981, 0111 1110 1111 1110 
642, 3174, 3.174, 0111 1110 0111 1110 
642, 3810, 3.81, 0111 1110 1111 1110 
642, 4097, 4.097, 0000 0001 1000 0001 
642, 4115, 4.115, 0000 0001 0000 0001 
642, 4171, 4.171, 0111 1110 0111 1110 
642, 26768, 26.768, 0000 0000 0000 0000 
642, 30864, 30.864, 0111 1110 0111 1110 
642, 33849, 33.849, 0000 0000 0000 0000 
642, 37945, 37.945, 0111 1110 0111 1110 
642, 40350, 40.35, 0000 0000 0000 0000 
642, 60830, 60.83, 0111 1110 0111 1110 
642, 62380, 62.38, 0000 0000 0000 0000 
643, 0, 0.0, 1111 1110 0111 1110 
643, 1, 0.001, 1000 0001 0000 0001 
643, 20, 0.02, 1000 0001 1000 0001 
643, 133, 0.133, 1111 1110 1111 1110 
643, 489, 0.489, 1111 1110 0111 1110 
643, 898, 0.898, 1111 1110 1111 1110 
643, 1775, 1.775, 1111 1110 0111 1110 
643, 2115, 2.115, 1111 1110 1111 1110 
643, 3179, 3.179, 1111 1110 0111 1110 
643, 3437, 3.437, 0000 0000 0000 0000 
643, 7533, 7.533, 1111 1110 1111 1110 
643, 21570, 21.57, 0000 0000 0000 0000 
643, 25666, 25.666, 1111 1110 1111 1110 
643, 45544, 45.544, 0000 0000 0000 0000 
643, 57832, 57.832, 1111 1110 1111 1110 
643, 58074, 58.074, 0000 0000 0000 0000 
644, 0, 0.0, 0000 0000 1000 0001 
644, 1, 0.001, 0000 0001 1000 0001 
644, 19, 0.019, 0000 0001 0000 0001 
644, 156, 0.156, 0111 1110 0111 1110 
644, 653, 0.653, 0111 1110 1111 1110 
644, 985, 0.985, 0111 1110 0111 1110 
644, 2012, 2.012, 0111 1110 1111 1110 
644, 2345, 2.345, 0111 1110 0111 1110 
644, 3192, 3.192, 0111 1110 1111 1110 
644, 3603, 3.603, 0111 1110 0111 1110 
644, 39578, 39.578, 0000 0000 0000 0000 
644, 55962, 55.962, 0111 1110 0111 1110 
644, 57267, 57.267, 0000 0000 0000 0000 
644, 69555, 69.555, 0111 1110 0111 1110 
644, 70822, 70.822, 0000 0000 0000 0000 
644, 91302, 91.302, 1111 1110 0111 1110 
644, 93111, 93.111, 0000 0000 0000 0000 
645, 0, 0.0, 1111 1110 0111 1110 
645, 1, 0.001, 1000 0001 0000 0001 
645, 20, 0.02, 1000 0001 1000 0001 
645, 766, 0.766, 1111 1110 1111 1110 
645, 1182, 1.182, 1111 1110 0111 1110 
645, 1464, 1.464, 1111 1110 1111 1110 
645, 2444, 2.444, 1111 1110 0111 1110 
645, 2708, 2.708, 1111 1110 1111 1110 
645, 3559, 3.559, 1111 1110 0111 1110 
645, 3924, 3.924, 1111 1110 1111 1110 
645, 4752, 4.752, 1000 0001 1000 0001 
645, 4862, 4.862, 1111 1110 1111 1110 
645, 24324, 24.324, 0000 0000 0000 0000 
645, 32516, 32.516, 1111 1110 1111 1110 
645, 35741, 35.741, 0000 0000 0000 0000 
645, 52125, 52.125, 0111 1110 1111 1110 
645, 54283, 54.283, 0000 0000 0000 0000 
646, 0, 0.0, 0000 0001 0000 0001 
646, 609, 0.609, 0111 1110 0111 1110 
646, 1164, 1.164, 0000 0001 0000 0001 
646, 4096, 4.096, 0000 0000 0000 0000 
646, 9870, 9.87, 0111 1110 0111 1110 
646, 11185, 11.185, 0000 0001 0000 0001 
646, 11187, 11.187, 0111 1110 0111 1110 
646, 11188, 11.188, 0000 0001 0000 0001 
646, 11464, 11.464, 0111 1110 0111 1110 
646, 12432, 12.432, 0000 0001 0000 0001 
646, 12655, 12.655, 0111 1110 0111 1110 
646, 13912, 13.912, 0000 0000 0000 0000 
646, 18008, 18.008, 0111 1110 0111 1110 
646, 44996, 44.996, 0000 0000 0000 0000 
646, 65476, 65.476, 0111 1110 0111 1110 
646, 67165, 67.165, 0000 0000 0000 0000 
646, 79453, 79.453, 0111 1110 0111 1110 
646, 82913, 82.913, 0000 0000 0000 0000 
646, 91105, 91.105, 0111 1110 0111 1110 
646, 94481, 94.481, 0000 0000 0000 0000 
646, 102673, 102.673, 0111 1110 0111 1110 
646, 105983, 105.983, 0000 0000 0000 0000 
647, 0, 0.0, 1111 1110 0111 1110 
647, 1, 0.001, 1000 0001 0000 0001 
647, 19, 0.019, 1000 0001 1000 0001 
647, 288, 0.288, 1111 1110 1111 1110 
647, 823, 0.823, 1111 1110 0111 1110 
647, 4096, 4.096, 0000 0000 0000 0000 
647, 5766, 5.766, 1111 1110 1111 1110 
647, 12177, 12.177, 0000 0000 0000 0000 
647, 16273, 16.273, 1111 1110 1111 1110 
647, 18025, 18.025, 0000 0000 0000 0000 
647, 22121, 22.121, 1111 1110 1111 1110 
647, 24842, 24.842, 0111 1110 1111 1110 
647, 24855, 24.855, 1111 1110 1111 1110 
647, 25670, 25.67, 0000 0000 0000 0000 
648, 0, 0.0, 0111 1110 1111 1110 
648, 1, 0.001, 0000 0001 1000 0001 
648, 20, 0.02, 0000 0001 0000 0001 
648, 430, 0.43, 0111 1110 0111 1110 
648, 873, 0.873, 1111 1110 1111 1110 
648, 1231, 1.231, 0111 1110 0111 1110 
648, 2323, 2.323, 0111 1110 1111 1110 
648, 2738, 2.738, 0000 0000 0000 0000 
648, 15026, 15.026, 0111 1110 0111 1110 
648, 15724, 15.724, 0000 0000 0000 0000 
649, 0, 0.0, 1111 1110 0111 1110 
649, 1, 0.001, 1000 0001 0000 0001 
649, 19, 0.019, 1000 0001 1000 0001 
649, 187, 0.187, 1111 1110 1111 1110 
649, 906, 0.906, 1111 1110 0111 1110 
649, 1346, 1.346, 1111 1110 1111 1110 
649, 2203, 2.203, 1111 1110 0111 1110 
649, 2591, 2.591, 1111 1110 1111 1110 
649, 3582, 3.582, 1111 1110 0111 1110 
649, 3992, 3.992, 1111 1110 1111 1110 
649, 17837, 17.837, 0000 0000 0000 0000 
649, 21933, 21.933, 1111 1110 1111 1110 
649, 23222, 23.222, 0000 0000 0000 0000 
649, 31414, 31.414, 1111 1110 1111 1110 
649, 63184, 63.184, 0111 1110 1111 1110 
649, 63528, 63.528, 1111 1110 1111 1110 
649, 63987, 63.987, 0000 0000 0000 0000 
650, 0, 0.0, 0111 1110 0111 1110 
650, 4096, 4.096, 0000 0000 0000 0000 
650, 12202, 12.202, 0111 1110 0111 1110 
650, 34186, 34.186, 0000 0000 0000 0000 
650, 38282, 38.282, 0111 1110 0111 1110 
650, 40989, 40.989, 0000 0000 0000 0000 
650, 53277, 53.277, 0111 1110 0111 1110 
650, 54988, 54.988, 0000 0000 0000 0000 
651, 0, 0.0, 1111 1110 0111 1110 
651, 1, 0.001, 1000 0001 0000 0001 
651, 20, 0.02, 1000 0001 1000 0001 
651, 1652, 1.652, 1111 1110 1111 1110 
651, 2184, 2.184, 1111 1110 0111 1110 
651, 2651, 2.651, 1111 1110 1111 1110 
651, 3788, 3.788, 1111 1110 0111 1110 
651, 4055, 4.055, 1111 1110 1111 1110 
651, 4977, 4.977, 1000 0001 1000 0001 
651, 5210, 5.21, 1111 1110 1111 1110 
651, 11525, 11.525, 0000 0000 0000 0000 
651, 15621, 15.621, 1111 1110 1111 1110 
651, 39325, 39.325, 0000 0000 0000 0000 
651, 55709, 55.709, 1111 1110 1111 1110 
651, 60823, 60.823, 0000 0000 0000 0000 
651, 69015, 69.015, 1111 1110 1111 1110 
651, 71597, 71.597, 0000 0000 0000 0000 
651, 79789, 79.789, 1111 1110 1111 1110 
651, 83729, 83.729, 0000 0000 0000 0000 
651, 104209, 104.209, 1111 1110 1111 1110 
651, 105553, 105.553, 0000 0000 0000 0000 
651, 113745, 113.745, 1111 1110 1111 1110 
651, 192483, 192.483, 0111 1110 1111 1110 
651, 192634, 192.634, 1111 1110 1111 1110 
651, 192839, 192.839, 0000 0000 0000 0000 
652, 0, 0.0, 0000 0001 0000 0001 
652, 740, 0.74, 0111 1110 0111 1110 
652, 1184, 1.184, 0000 0001 0000 0001 
652, 4096, 4.096, 0000 0000 0000 0000 
652, 9774, 9.774, 0111 1110 0111 1110 
652, 10926, 10.926, 0000 0000 0000 0000 
652, 31406, 31.406, 0111 1110 0111 1110 
652, 32640, 32.64, 0000 0000 0000 0000 
653, 0, 0.0, 1111 1110 0111 1110 
653, 1, 0.001, 1000 0001 0000 0001 
653, 20, 0.02, 1000 0001 1000 0001 
653, 154, 0.154, 1111 1110 1111 1110 
653, 618, 0.618, 1111 1110 0111 1110 
653, 899, 0.899, 1111 1110 1111 1110 
653, 1807, 1.807, 1111 1110 0111 1110 
653, 1808, 1.808, 1111 1110 1111 1110 
653, 1810, 1.81, 1111 1110 0111 1110 
653, 2022, 2.022, 1111 1110 1111 1110 
653, 2771, 2.771, 1111 1110 0111 1110 
653, 3175, 3.175, 0000 0000 0000 0000 
653, 7271, 7.271, 1111 1110 1111 1110 
653, 7483, 7.483, 0000 0000 0000 0000 
654, 0, 0.0, 0111 1110 1111 1110 
654, 1, 0.001, 0000 0001 1000 0001 
654, 20, 0.02, 0000 0001 0000 0001 
654, 612, 0.612, 0111 1110 0111 1110 
654, 1706, 1.706, 1111 1110 1111 1110 
654, 2061, 2.061, 0111 1110 0111 1110 
654, 3099, 3.099, 1111 1110 1111 1110 
654, 3339, 3.339, 0111 1110 0111 1110 
654, 4248, 4.248, 0000 0001 0000 0001 
654, 4567, 4.567, 0111 1110 0111 1110 
654, 35314, 35.314, 0000 0000 0000 0000 
654, 59890, 59.89, 1111 1110 0111 1110 
654, 63971, 63.971, 0000 0000 0000 0000 
655, 0, 0.0, 1111 1110 0111 1110 
655, 1, 0.001, 1000 0001 0000 0001 
655, 20, 0.02, 1000 0001 1000 0001 
655, 329, 0.329, 1111 1110 1111 1110 
655, 953, 0.953, 1111 1110 0111 1110 
655, 1281, 1.281, 1111 1110 1111 1110 
655, 2415, 2.415, 1111 1110 0111 1110 
655, 2635, 2.635, 1111 1110 1111 1110 
655, 3522, 3.522, 1111 1110 0111 1110 
655, 3887, 3.887, 1111 1110 1111 1110 
655, 36372, 36.372, 0000 0000 0000 0000 
655, 40468, 40.468, 1111 1110 1111 1110 
655, 40920, 40.92, 0000 0000 0000 0000 
655, 65496, 65.496, 1111 1110 1111 1110 
655, 66028, 66.028, 0000 0000 0000 0000 
656, 0, 0.0, 0111 1110 1111 1110 
656, 1, 0.001, 0000 0001 1000 0001 
656, 19, 0.019, 0000 0001 0000 0001 
656, 214, 0.214, 0111 1110 0111 1110 
656, 796, 0.796, 0111 1110 1111 1110 
656, 1125, 1.125, 0111 1110 0111 1110 
656, 1971, 1.971, 0111 1110 1111 1110 
656, 1981, 1.981, 0111 1110 0111 1110 
656, 1989, 1.989, 0111 1110 1111 1110 
656, 2352, 2.352, 0111 1110 0111 1110 
656, 3472, 3.472, 0111 1110 1111 1110 
656, 3786, 3.786, 0111 1110 0111 1110 
656, 35248, 35.248, 0000 0000 0000 0000 
656, 63920, 63.92, 1111 1110 0111 1110 
656, 64008, 64.008, 0000 0000 0000 0000 
657, 0, 0.0, 1111 1110 1111 1110 
657, 4096, 4.096, 0000 0000 0000 0000 
657, 5963, 5.963, 1111 1110 1111 1110 
657, 49205, 49.205, 0000 0000 0000 0000 
657, 61493, 61.493, 1111 1110 1111 1110 
657, 61903, 61.903, 0000 0000 0000 0000 
657, 74191, 74.191, 0111 1110 1111 1110 
657, 75324, 75.324, 0000 0000 0000 0000 
658, 0, 0.0, 0111 1110 1111 1110 
658, 1, 0.001, 0000 0001 1000 0001 
658, 20, 0.02, 0000 0001 0000 0001 
658, 223, 0.223, 0111 1110 0111 1110 
658, 1079, 1.079, 0111 1110 1111 1110 
658, 4096, 4.096, 0000 0000 0000 0000 
658, 9124, 9.124, 0111 1110 0111 1110 
658, 24457, 24.457, 0000 0000 0000 0000 
658, 28553, 28.553, 0111 1110 0111 1110 
658, 29248, 29.248, 0000 0000 0000 0000 
658, 33344, 33.344, 0111 1110 0111 1110 
658, 38575, 38.575, 0000 0000 0000 0000 
658, 42671, 42.671, 0111 1110 0111 1110 
658, 61690, 61.69, 0000 0000 0000 0000 
658, 65786, 65.786, 0111 1110 0111 1110 
658, 68003, 68.003, 0000 0000 0000 0000 
659, 0, 0.0, 1111 1110 0111 1110 
659, 1, 0.001, 1000 0001 0000 0001 
659, 20, 0.02, 1000 0001 1000 0001 
659, 487, 0.487, 1111 1110 1111 1110 
659, 972, 0.972, 1111 1110 0111 1110 
659, 1258, 1.258, 1111 1110 1111 1110 
659, 2211, 2.211, 1111 1110 0111 1110 
659, 2509, 2.509, 1111 1110 1111 1110 
659, 3288, 3.288, 1111 1110 0111 1110 
659, 3708, 3.708, 1111 1110 1111 1110 
659, 4566, 4.566, 1000 0001 1000 0001 
659, 4583, 4.583, 1111 1110 1111 1110 
659, 47645, 47.645, 0000 0000 0000 0000 
659, 59933, 59.933, 1111 1110 1111 1110 
659, 60340, 60.34, 0000 0000 0000 0000 
660, 0, 0.0, 0111 1110 1111 1110 
660, 1, 0.001, 0000 0001 1000 0001 
660, 19, 0.019, 0000 0001 0000 0001 
660, 193, 0.193, 0111 1110 0111 1110 
660, 737, 0.737, 0111 1110 1111 1110 
660, 1216, 1.216, 0111 1110 0111 1110 
660, 2202, 2.202, 0111 1110 1111 1110 
660, 2612, 2.612, 0111 1110 0111 1110 
660, 3522, 3.522, 0111 1110 1111 1110 
660, 3890, 3.89, 0111 1110 0111 1110 
660, 35381, 35.381, 0000 0000 0000 0000 
660, 39477, 39.477, 0111 1110 0111 1110 
660, 41352, 41.352, 0000 0000 0000 0000 
660, 65928, 65.928, 1111 1110 0111 1110 
660, 66271, 66.271, 0000 0000 0000 0000 
661, 0, 0.0, 1111 1110 0111 1110 
661, 1, 0.001, 1000 0001 0000 0001 
661, 20, 0.02, 1000 0001 1000 0001 
661, 136, 0.136, 1111 1110 1111 1110 
661, 546, 0.546, 1111 1110 0111 1110 
661, 876, 0.876, 0000 0000 0000 0000 
661, 4972, 4.972, 1111 1110 1111 1110 
661, 5950, 5.95, 1111 1110 0111 1110 
661, 8193, 8.193, 1000 0001 0000 0001 
661, 8212, 8.212, 1000 0001 1000 0001 
661, 8328, 8.328, 1111 1110 1111 1110 
661, 46434, 46.434, 0000 0000 0000 0000 
661, 66914, 66.914, 1111 1110 1111 1110 
661, 68315, 68.315, 0000 0000 0000 0000 
662, 0, 0.0, 0111 1110 1111 1110 
662, 1, 0.001, 0000 0001 1000 0001 
662, 20, 0.02, 0000 0001 0000 0001 
662, 272, 0.272, 0111 1110 0111 1110 
662, 811, 0.811, 0111 1110 1111 1110 
662, 1152, 1.152, 0111 1110 0111 1110 
662, 2132, 2.132, 0111 1110 1111 1110 
662, 2455, 2.455, 0111 1110 0111 1110 
662, 3215, 3.215, 0111 1110 1111 1110 
662, 3674, 3.674, 0111 1110 0111 1110 
662, 23614, 23.614, 0000 0000 0000 0000 
662, 27710, 27.71, 0111 1110 0111 1110 
662, 43589, 43.589, 0000 0000 0000 0000 
662, 55877, 55.877, 0111 1110 0111 1110 
662, 57963, 57.963, 0000 0000 0000 0000 
663, 0, 0.0, 1111 1110 1111 1110 
663, 4096, 4.096, 0000 0000 0000 0000 
663, 11918, 11.918, 1111 1110 1111 1110 
663, 48617, 48.617, 0000 0000 0000 0000 
663, 69097, 69.097, 1111 1110 1111 1110 
