Packet, Sample offset, Latency (ms), [packet_received_bit][packet_created_bit][button_press_mirror_bit]
96, 1282, 1.282, 0111 1110 0111 1110 
96, 4096, 4.096, 0000 0000 0000 0000 
96, 20819, 20.819, 0111 1110 1111 1110 
96, 23358, 23.358, 1111 1110 1111 1110 
96, 23649, 23.649, 0111 1110 1111 1110 
96, 24336, 24.336, 0000 0000 0000 0000 
97, 0, 0.0, 1111 1110 0111 1110 
97, 618, 0.618, 1000 0001 0000 0001 
97, 2105, 2.105, 1111 1110 0111 1110 
97, 4096, 4.096, 0000 0000 0000 0000 
97, 14200, 14.2, 1111 1110 0111 1110 
97, 20896, 20.896, 0000 0000 0000 0000 
97, 29088, 29.088, 1111 1110 0111 1110 
97, 36666, 36.666, 0000 0000 0000 0000 
97, 44858, 44.858, 1111 1110 0111 1110 
97, 48476, 48.476, 0000 0000 0000 0000 
97, 56668, 56.668, 1111 1110 0111 1110 
97, 60364, 60.364, 0000 0000 0000 0000 
97, 64460, 64.46, 1111 1110 0111 1110 
97, 67356, 67.356, 0000 0000 0000 0000 
97, 75548, 75.548, 1111 1110 0111 1110 
97, 76221, 76.221, 0000 0000 0000 0000 
98, 0, 0.0, 0111 1110 0111 1110 
98, 1, 0.001, 0000 0001 0000 0001 
98, 20, 0.02, 0000 0001 1000 0001 
98, 133, 0.133, 0111 1110 1111 1110 
98, 1450, 1.45, 0111 1110 0111 1110 
98, 1749, 1.749, 0111 1110 1111 1110 
98, 2640, 2.64, 0111 1110 0111 1110 
98, 2881, 2.881, 0111 1110 1111 1110 
98, 3625, 3.625, 0111 1110 0111 1110 
98, 3951, 3.951, 0111 1110 1111 1110 
98, 8291, 8.291, 0000 0000 0000 0000 
98, 12387, 12.387, 0111 1110 1111 1110 
98, 14848, 14.848, 0000 0000 0000 0000 
98, 18944, 18.944, 0111 1110 1111 1110 
98, 20111, 20.111, 0000 0000 0000 0000 
98, 24207, 24.207, 0111 1110 1111 1110 
98, 25754, 25.754, 0000 0000 0000 0000 
98, 29850, 29.85, 0111 1110 1111 1110 
98, 32281, 32.281, 0000 0000 0000 0000 
98, 44569, 44.569, 0111 1110 1111 1110 
98, 47779, 47.779, 0000 0000 0000 0000 
98, 55971, 55.971, 0111 1110 1111 1110 
98, 60691, 60.691, 1111 1110 1111 1110 
98, 60969, 60.969, 0111 1110 1111 1110 
98, 61742, 61.742, 0000 0000 0000 0000 
99, 0, 0.0, 1111 1110 0111 1110 
99, 695, 0.695, 1000 0001 0000 0001 
99, 2036, 2.036, 1111 1110 0111 1110 
99, 4096, 4.096, 0000 0000 0000 0000 
99, 5459, 5.459, 1111 1110 0111 1110 
99, 21413, 21.413, 0000 0000 0000 0000 
99, 25509, 25.509, 1111 1110 0111 1110 
99, 27502, 27.502, 0000 0000 0000 0000 
99, 31598, 31.598, 1111 1110 0111 1110 
99, 37277, 37.277, 0000 0000 0000 0000 
99, 45469, 45.469, 1111 1110 0111 1110 
99, 48592, 48.592, 0000 0000 0000 0000 
99, 60880, 60.88, 1111 1110 0111 1110 
99, 64411, 64.411, 0000 0000 0000 0000 
99, 93083, 93.083, 0111 1110 0111 1110 
99, 93767, 93.767, 0000 0000 0000 0000 
100, 0, 0.0, 0111 1110 0111 1110 
100, 1, 0.001, 0000 0001 0000 0001 
100, 20, 0.02, 0000 0001 1000 0001 
100, 162, 0.162, 0111 1110 1111 1110 
100, 570, 0.57, 0111 1110 0111 1110 
100, 4096, 4.096, 0000 0000 0000 0000 
100, 11456, 11.456, 0111 1110 1111 1110 
100, 15130, 15.13, 0000 0000 0000 0000 
100, 23322, 23.322, 0111 1110 1111 1110 
100, 23812, 23.812, 0000 0000 0000 0000 
100, 32004, 32.004, 0111 1110 1111 1110 
100, 35354, 35.354, 0000 0000 0000 0000 
